   0.0000000000000000      ;   161728635478190.38     
   478487087213.58099      ;   167948967611966.94     
   956974174427.16199      ;   167948967611966.94     
   1435461261640.7429      ;   167948967611966.94     
   1913948348854.3240      ;   167948967611966.94     
   2392435436067.9048      ;   167948967611966.94     
   2870922523281.4858      ;   167948967611966.94     
   3349409610495.0669      ;   167948967611966.94     
   3827896697708.6479      ;   167948967611966.94     
   4306383784922.2290      ;   167948967611966.94     
   4784870872135.8096      ;   167948967611966.94     
   5263357959349.3906      ;   167948967611966.94     
   5741845046562.9717      ;   167948967611966.94     
   6220332133776.5527      ;   167948967611966.94     
   6698819220990.1338      ;   167948967611966.94     
   7177306308203.7148      ;   167948967611966.94     
   7655793395417.2959      ;   167948967611966.94     
   8134280482630.8770      ;   167948967611966.94     
   8612767569844.4580      ;   167948967611966.94     
   9091254657058.0391      ;   167948967611966.94     
   9569741744271.6191      ;   167948967611966.94     
   10048228831485.201      ;   167948967611966.94     
   10526715918698.781      ;   167948967611966.94     
   11005203005912.363      ;   167948967611966.94     
   11483690093125.943      ;   167948967611966.94     
   11962177180339.525      ;   167948967611966.94     
   12440664267553.105      ;   167948967611966.94     
   12919151354766.688      ;   167948967611966.94     
   13397638441980.268      ;   167948967611966.94     
   13876125529193.850      ;   167948967611966.94     
   14354612616407.430      ;   167948967611966.94     
   14833099703621.012      ;   167948967611966.94     
   15311586790834.592      ;   167948967611966.94     
   15790073878048.172      ;   167948967611966.94     
   16268560965261.754      ;   167948967611966.94     
   16747048052475.334      ;   167948967611966.94     
   17225535139688.916      ;   167948967611966.94     
   17704022226902.496      ;   167948967611966.94     
   18182509314116.078      ;   167948967611966.94     
   18660996401329.660      ;   167948967611966.94     
   19139483488543.238      ;   167948967611966.94     
   19617970575756.820      ;   167948967611966.94     
   20096457662970.402      ;   167948967611966.94     
   20574944750183.984      ;   167948967611966.94     
   21053431837397.562      ;   167948967611966.94     
   21531918924611.145      ;   167948967611966.94     
   22010406011824.727      ;   167948967611966.94     
   22488893099038.309      ;   167948967611966.94     
   22967380186251.887      ;   167948967611966.94     
   23445867273465.469      ;   167948967611966.94     
   23924354360679.051      ;   167948967611966.94     
   24402841447892.629      ;   167948967611966.94     
   24881328535106.211      ;   167948967611966.94     
   25359815622319.793      ;   167948967611966.94     
   25838302709533.375      ;   167948967611966.94     
   26316789796746.953      ;   167948967611966.94     
   26795276883960.535      ;   167948967611966.94     
   27273763971174.117      ;   167948967611966.94     
   27752251058387.699      ;   167948967611966.94     
   28230738145601.277      ;   167948967611966.94     
   28709225232814.859      ;   167948967611966.94     
   29187712320028.441      ;   167948967611966.94     
   29666199407242.023      ;   167948967611966.94     
   30144686494455.602      ;   167948967611966.94     
   30623173581669.184      ;   167948967611966.94     
   31101660668882.766      ;   167948967611966.94     
   31580147756096.344      ;   167948967611966.94     
   32058634843309.926      ;   167948967611966.94     
   32537121930523.508      ;   167948967611966.94     
   33015609017737.090      ;   167948967611966.94     
   33494096104950.668      ;   167948967611966.94     
